Year,Month,Temperature ,Rain
1990,9,28.26,294.1
1990,10,26.28,225.06
1990,11,24.56,57.49
1990,12,20.11,15.73
1991,1,17.45,15.56
1991,2,21.79,28.32
1991,3,25.91,41.98
1991,4,27.34,195.31
1991,5,27.53,355.6
1991,6,27.6,411.5
1991,7,28.16,412.07
1991,8,28.08,404.23
1991,9,27.44,514.93
1991,10,26.56,263.4
1991,11,22.56,21.68
1991,12,18.56,28.9
1992,1,17.42,6.15
1992,2,19.31,50.88
1992,3,25.2,9.64
1992,4,28.32,38.81
1992,5,27.34,207.57
1992,6,28.35,273.34
1992,7,27.61,462.75
1992,8,28.05,318.47
1992,9,27.73,272.88
1992,10,26.5,135.04
1992,11,23.02,6.02
1992,12,18.24,2.99
1993,1,18.16,9.07
1993,2,21.08,47.12
1993,3,23.48,87.75
1993,4,26.45,135.09
1993,5,27.1,404.47
1993,6,27.67,519.83
1993,7,27.89,484.53
1993,8,27.87,458.95
1993,9,27.43,356.76
1993,10,26.67,143.52
1993,11,23.24,18.8
1993,12,19.94,0.01
1994,1,18.74,13.98
1994,2,19.74,27.6
1994,3,25.03,89.83
1994,4,27.13,164.77
1994,5,28.59,204.15
1994,6,28.05,373.33
1994,7,28.39,317.35
1994,8,28.3,361.9
1994,9,28.3,166.03
1994,10,26.71,91.05
1994,11,23.13,9.19
1994,12,19.01,0.15
1995,1,17.75,9.52
1995,2,20.87,29.65
1995,3,25.29,21.91
1995,4,28.57,53.77
1995,5,29.3,212.23
1995,6,28.85,410.05
1995,7,27.98,585.23
1995,8,28.19,494.81
1995,9,27.94,371.11
1995,10,27.3,79.62
1995,11,23.72,140.99
1995,12,19.12,1.22
1996,1,18.58,7.06
1996,2,20.69,22.91
1996,3,26.1,52.88
1996,4,27.89,166.54
1996,5,28.61,232.5
1996,6,28.03,397.81
1996,7,28.13,436.68
1996,8,27.79,386.23
1996,9,28.25,258.42
1996,10,26.65,263.61
1996,11,23.54,6.53
1996,12,19.49,0.41
1997,1,17.95,9.95
1997,2,19.74,21.48
1997,3,25.3,69.11
1997,4,25.83,148.76
1997,5,28.23,205.94
1997,6,28.22,438.01
1997,7,28.07,525.73
1997,8,28.25,381.91
1997,9,27.61,398.26
1997,10,26.26,45.99
1997,11,23.9,11.49
1997,12,18.83,31.85
1998,1,17.77,19.6
1998,2,21.38,33.49
1998,3,23.83,104.98
1998,4,27.46,191.1
1998,5,28.85,228.97
1998,6,29.2,368.34
1998,7,28.15,651
1998,8,28.24,468.56
1998,9,28.63,274.83
1998,10,28.66,174.98
1998,11,24.23,102.41
1998,12,19.98,0.03
1999,1,18.91,0.34
1999,2,22.75,0.11
1999,3,26.26,5.22
1999,4,29.51,50.63
1999,5,27.97,322.27
1999,6,28.57,338.12
1999,7,27.92,800.87
1999,8,27.87,453.26
1999,9,27.77,340.82
1999,10,27.24,272.28
1999,11,23.72,12.54
1999,12,20.42,5.92
2000,1,17.86,20.04
2000,2,19.88,26.87
2000,3,24.18,76.76
2000,4,26.94,202.78
2000,5,27.55,439.36
2000,6,28.17,366.51
2000,7,28.26,356.65
2000,8,28.11,429.49
2000,9,27.51,320.61
2000,10,27.05,181.58
2000,11,23.73,5.07
2000,12,19.4,0.21
2001,1,19.17,1.06
2001,2,22.14,8.84
2001,3,25.23,31.14
2001,4,28.03,113.58
2001,5,28.01,385.63
2001,6,27.91,437.88
2001,7,28.18,355.4
2001,8,28.45,394.33
2001,9,28.64,247.69
2001,10,27.49,250.58
2001,11,24.38,21.93
2001,12,20.02,0.01
2002,1,18.77,16.06
2002,2,21.78,1.62
2002,3,25.67,54.97
2002,4,27.4,203.64
2002,5,27.99,164.44
2002,6,28.29,622.82
2002,7,27.89,615.75
2002,8,27.97,380.55
2002,9,28.09,258.75
2002,10,26.94,84.95
2002,11,24.02,127.72
2002,12,20.24,0.63
2003,1,17.94,4.06
2003,2,20.98,13.97
2003,3,24.45,46.44
2003,4,28.15,103.61
2003,5,28.11,229.51
2003,6,28.1,470.84
2003,7,28.28,747.54
2003,8,28.88,199.36
2003,9,28.73,227.28
2003,10,27.74,270.92
2003,11,23.93,34.49
2003,12,19.22,25.07
2004,1,18.28,3.85
2004,2,20.98,3.2
2004,3,26.78,36.31
2004,4,27.38,226.01
2004,5,29.11,202.54
2004,6,28.36,539.04
2004,7,27.68,319.08
2004,8,28.52,244.49
2004,9,28.29,247.65
2004,10,26.37,345.51
2004,11,23.2,6.17
2004,12,20.53,6.51
2005,1,18.77,13.64
2005,2,22.03,6
2005,3,25.86,73.56
2005,4,27.96,146.88
2005,5,28.04,257.58
2005,6,29.14,263.16
2005,7,28.23,409.15
2005,8,28.6,220.26
2005,9,28.39,282.96
2005,10,26.93,236.32
2005,11,23.4,5.78
2005,12,20.18,2.56
2006,1,19.49,0
2006,2,23.63,6.08
2006,3,26.21,7.93
2006,4,27.68,341.87
2006,5,28.49,199.64
2006,6,28.46,274.96
2006,7,28.67,428.04
2006,8,28.6,320.26
2006,9,28.53,361.8
2006,10,27.45,112.71
2006,11,23.98,24.3
2006,12,20.77,2.99
2007,1,19.09,1.05
2007,2,20.55,46.53
2007,3,25.15,15.95
2007,4,28,312.65
2007,5,28.79,180.56
2007,6,28.54,481.58
2007,7,28.13,496.75
2007,8,28.81,898.07
2007,9,28.39,396.96
2007,10,27.88,229.97
2007,11,24.13,39.53
2007,12,20.15,0.11
2008,1,19.1,22.63
2008,2,19.78,12.54
2008,3,25.67,38.84
2008,4,28.42,101.17
2008,5,28.59,206.35
2008,6,27.84,477.06
2008,7,28.1,588.58
2008,8,28.18,311.88
2008,9,28.55,235.86
2008,10,27.02,160.93
2008,11,23.79,6.54
2008,12,21.01,2.27
2009,1,20.33,0.66
2009,2,22.72,16.09
2009,3,25.97,26.22
2009,4,29.18,199.44
2009,5,28.56,209.84
2009,6,29.18,224.58
2009,7,28.84,558.31
2009,8,28.59,317.72
2009,9,28.96,298.65
2009,10,27.7,171.9
2009,11,24.43,49.81
2009,12,20.21,3.71
2010,1,18.68,0.02
2010,2,21.76,4.32
2010,3,27.03,99
2010,4,29.15,283.17
2010,5,28.85,274.78
2010,6,28.72,451.16
2010,7,28.76,358.16
2010,8,28.92,293.92
2010,9,28.61,349.92
2010,10,27.92,207.22
2010,11,25.13,8.99
2010,12,19.81,17.49
2011,1,18.05,4.7
2011,2,21.24,20.09
2011,3,25.5,23.15
2011,4,27.67,89.82
2011,5,28.3,258.97
2011,6,28.54,626.28
2011,7,28.29,414.58
2011,8,28.07,1012.02
2011,9,28.48,275.26
2011,10,27.47,52.38
2011,11,23.53,19.9
2011,12,20.44,0.95
2012,1,16.85,17.76
2012,2,20.02,2.9
2012,3,25.66,49.19
2012,4,26.69,204.68
2012,5,28.77,237.96
2012,6,28.5,283.55
2012,7,28.06,494.22
2012,8,28.47,388.25
2012,9,27.88,245.32
2012,10,26.15,166.98
2012,11,23.03,21.35
2012,12,19.65,16.99
2013,1,17.75,1.14
2013,2,20.65,11.6
2013,3,25.37,9.01
2013,4,27.37,115.73
2013,5,27.25,307.16
2013,6,28.89,357.4
2013,7,28.39,473.36
2013,8,27.89,395.81
2013,9,28,234.52
2013,10,26.42,254.76
2013,11,22.18,0
2013,12,18.55,0.58
2014,1,17.11,0.12
2014,2,19.21,32.38
2014,3,24.48,11.89
2014,4,28.59,53.53
2014,5,28.72,179.55
2014,6,28.21,372.44
2014,7,28.53,403.48
2014,8,27.95,481.27
2014,9,27.94,330.75
2014,10,26.64,57.44
2014,11,22.69,0.23
2014,12,18.37,0.3
2015,1,17.83,8.76
2015,2,20.36,24.17
2015,3,24.66,21.25
2015,4,26.4,198.79
2015,5,28.36,167.22
2015,6,28.22,450.41
2015,7,27.86,715.22
2015,8,28.06,512.13
2015,9,28.12,353.87
2015,10,26.86,81.6
2015,11,23.18,4.61
2015,12,18.71,5.98
2016,1,17.34,0.25
2016,2,22.12,9.12
2016,3,25.93,88.76
2016,4,28.25,289.03
2016,5,27.94,192.24
2016,6,28.96,333.6
2016,7,28.17,711.19
2016,8,28.85,489.32
2016,9,28.58,306.36
2016,10,27.74,287.47
2016,11,23.45,13.4
2016,12,21.43,23.12
2017,1,19.36,2.11
2017,2,21.31,11.66
2017,3,23.69,20.52
2017,4,26.91,199.81
2017,5,28.76,251.67
2017,6,28.58,323.98
2017,7,28.27,474.83
2017,8,28.57,254.56
2017,9,28.54,166.69
2017,10,27.16,102.53
2017,11,24.14,3.19
2017,12,20.59,11.6
2018,1,17.59,1.56
2018,2,21.18,38.9
2018,3,25.41,55.29
2018,4,26.79,146.04
2018,5,27.32,184.79
2018,6,28.68,237.69
2018,7,28.59,520.91
2018,8,28.88,293.1
2018,9,28.66,312.91
2018,10,26.17,200.14
2018,11,22.76,32.67
2018,12,19.13,5.12
2019,1,19.38,20.16
2019,2,20.71,4.85
2019,3,24.4,25.74
2019,4,27.41,155.36
2019,5,28.92,298.87
2019,6,29.18,398.6
2019,7,28.72,548.29
2019,8,29,407.13
2019,9,28.28,366.79
2019,10,26.94,230.03
2019,11,23.88,20.01
2019,12,18.51,0.69
